name,t_Myr,x,y,z,vx,vy,vz
IRAS20290+4052,-21.500000000000004,-7.138702,-3.42535,-0.084971055,-117.202194,197.84087,0.40606454
IRAS20290+4052,-21.000000000000004,-7.197765,-3.323771,-0.084693454,-113.7999,199.44257,0.6794192
IRAS20290+4052,-20.5,-7.2550836,-3.2213862,-0.084276505,-110.37867,200.99193,0.95098984
IRAS20290+4052,-20.0,-7.310648,-3.1182225,-0.08372122,-106.93926,202.4889,1.2204307
IRAS20290+4052,-19.500000000000004,-7.364449,-3.0143068,-0.08302878,-103.48242,203.93349,1.4874005
IRAS20290+4052,-19.000000000000004,-7.416478,-2.9096658,-0.08220052,-100.00889,205.32564,1.7515613
IRAS20290+4052,-18.5,-7.466727,-2.8043263,-0.081237964,-96.519394,206.66534,2.0125785
IRAS20290+4052,-18.000000000000004,-7.5151873,-2.698315,-0.08014282,-93.014656,207.95259,2.270121
IRAS20290+4052,-17.5,-7.5618515,-2.591659,-0.07891693,-89.4954,209.18738,2.52386
IRAS20290+4052,-17.000000000000004,-7.606713,-2.484385,-0.07756233,-85.962326,210.3697,2.7734694
IRAS20290+4052,-16.5,-7.6497645,-2.3765197,-0.07608122,-82.41614,211.49957,3.0186253
IRAS20290+4052,-16.0,-7.690999,-2.2680902,-0.07447595,-78.85754,212.577,3.2590058
IRAS20290+4052,-15.500000000000002,-7.730411,-2.1591232,-0.072749056,-75.28722,213.60197,3.4942906
IRAS20290+4052,-15.0,-7.7679944,-2.0496454,-0.07090321,-71.70584,214.57455,3.7241611
IRAS20290+4052,-14.500000000000002,-7.803744,-1.9396836,-0.06894128,-68.114105,215.49474,3.9483004
IRAS20290+4052,-14.0,-7.837654,-1.8292646,-0.066866264,-64.51268,216.36253,4.1663923
IRAS20290+4052,-13.500000000000002,-7.8697205,-1.7184154,-0.06468134,-60.90222,217.17801,4.3781223
IRAS20290+4052,-13.000000000000002,-7.8999386,-1.6071625,-0.062389832,-57.283398,217.94116,4.5831766
IRAS20290+4052,-12.500000000000002,-7.9283037,-1.4955328,-0.059995245,-53.65686,218.65205,4.781243
IRAS20290+4052,-12.000000000000002,-7.954813,-1.3835528,-0.057501227,-50.023266,219.31071,4.9720087
IRAS20290+4052,-11.5,-7.979462,-1.2712494,-0.054911595,-46.38326,219.91718,5.1551647
IRAS20290+4052,-11.0,-8.002249,-1.1586492,-0.052230317,-42.73748,220.4715,5.330401
IRAS20290+4052,-10.500000000000002,-8.0231695,-1.0457789,-0.049461517,-39.08657,220.97372,5.49741
IRAS20290+4052,-10.0,-8.042222,-0.93266505,-0.04660949,-35.431164,221.42389,5.6558847
IRAS20290+4052,-9.500000000000002,-8.059404,-0.8193343,-0.04367867,-31.77189,221.82205,5.805522
IRAS20290+4052,-9.000000000000002,-8.074716,-0.7058133,-0.04067366,-28.109375,222.16827,5.946018
IRAS20290+4052,-8.500000000000002,-8.088152,-0.59212846,-0.037599202,-24.444246,222.4626,6.0770745
IRAS20290+4052,-8.0,-8.099714,-0.47830638,-0.034460206,-20.777122,222.7051,6.1983933
IRAS20290+4052,-7.5,-8.109401,-0.36437353,-0.031261723,-17.108622,222.89581,6.3096824
IRAS20290+4052,-7.0,-8.117211,-0.2503564,-0.02800896,-13.439362,223.03482,6.4106526
IRAS20290+4052,-6.500000000000001,-8.123146,-0.1362814,-0.024707263,-9.769955,223.1222,6.50102
IRAS20290+4052,-6.000000000000001,-8.127204,-0.022174913,-0.021362128,-6.1010113,223.15797,6.580506
IRAS20290+4052,-5.5,-8.129385,0.0919367,-0.017979186,-2.433141,223.14223,6.648839
IRAS20290+4052,-5.0,-8.129692,0.2060271,-0.01456421,1.2330488,223.07504,6.7057557
IRAS20290+4052,-4.500000000000001,-8.128125,0.32007003,-0.011123102,4.896953,222.95648,6.751
IRAS20290+4052,-4.0,-8.124684,0.4340392,-0.0076618954,8.557967,222.78662,6.784327
IRAS20290+4052,-3.5,-8.119373,0.5479084,-0.004186744,12.215489,222.56552,6.805503
IRAS20290+4052,-3.0000000000000004,-8.112192,0.66165143,-0.00070391834,15.868918,222.29327,6.8143053
IRAS20290+4052,-2.5,-8.103145,0.77524227,0.002780204,19.517654,221.96996,6.810562
IRAS20290+4052,-2.0,-8.092232,0.88865465,0.0062592207,23.161097,221.59563,6.794374
IRAS20290+4052,-1.5000000000000002,-8.079458,1.0018626,0.009726827,26.798649,221.1704,6.7659736
IRAS20290+4052,-1.0,-8.064826,1.1148401,0.01317684,30.429714,220.69432,6.725605
IRAS20290+4052,-0.5,-8.048339,1.2275612,0.016603205,34.053696,220.1675,6.6735253
IRAS20290+4052,0.0,-8.03,1.34,0.02,37.67,219.59,6.61
Sun,-25.000000000000004,-6.3327456,-5.6796365,-0.102361396,-152.71696,181.23917,-1.7679964
Sun,-24.5,-6.41017,-5.586365,-0.103197314,-150.09744,183.55507,-1.5010673
Sun,-24.000000000000004,-6.4862466,-5.4919186,-0.10389624,-147.444,185.83444,-1.2322383
Sun,-23.500000000000004,-6.560958,-5.3963156,-0.10445727,-144.75706,188.07675,-0.96178883
Sun,-23.0,-6.6342864,-5.299576,-0.10487964,-142.03712,190.2815,-0.6899988
Sun,-22.500000000000004,-6.7062154,-5.201719,-0.105162755,-139.28462,192.44818,-0.41714916
Sun,-22.0,-6.776729,-5.102763,-0.10530613,-136.50006,194.57631,-0.1435217
Sun,-21.500000000000004,-6.845811,-5.0027294,-0.10530945,-133.6839,196.6654,0.13060048
Sun,-21.000000000000004,-6.9134445,-4.901637,-0.10517253,-130.83662,198.71495,0.40493277
Sun,-20.5,-6.9796143,-4.7995076,-0.10489533,-127.95875,200.72449,0.6791889
Sun,-20.0,-7.0443044,-4.69636,-0.10447798,-125.05078,202.69353,0.9530807
Sun,-19.500000000000004,-7.1075,-4.592217,-0.10392071,-122.11322,204.6216,1.2263179
Sun,-19.000000000000004,-7.1691866,-4.4870977,-0.103223965,-119.1466,206.50822,1.4986076
Sun,-18.5,-7.229348,-4.381025,-0.10238828,-116.15144,208.35295,1.7696549
Sun,-18.000000000000004,-7.2879715,-4.2740197,-0.101414375,-113.128296,210.1553,2.0391614
Sun,-17.5,-7.3450418,-4.1661034,-0.10030311,-110.0777,211.91484,2.3068264
Sun,-17.000000000000004,-7.400545,-4.0572987,-0.099055514,-107.000206,213.63112,2.5723453
Sun,-16.5,-7.454468,-3.9476273,-0.09767276,-103.89638,215.30367,2.835411
Sun,-16.0,-7.506797,-3.837112,-0.09615617,-100.7668,216.93207,3.095712
Sun,-15.500000000000002,-7.557519,-3.7257752,-0.094507255,-97.612045,218.51587,3.3529336
Sun,-15.0,-7.6066217,-3.6136403,-0.09272765,-94.43269,220.05466,3.606757
Sun,-14.500000000000002,-7.654093,-3.5007298,-0.0908192,-91.229355,221.54802,3.8568592
Sun,-14.0,-7.6999197,-3.3870676,-0.08878388,-88.00263,222.99551,4.1029134
Sun,-13.500000000000002,-7.7440906,-3.272677,-0.08662384,-84.75314,224.39676,4.3445883
Sun,-13.000000000000002,-7.786594,-3.1575818,-0.084341414,-81.48151,225.75133,4.581548
Sun,-12.500000000000002,-7.8274193,-3.041806,-0.08193909,-78.188354,227.05882,4.8134527
Sun,-12.000000000000002,-7.8665547,-2.9253736,-0.079419546,-74.87434,228.31888,5.039958
Sun,-11.5,-7.9039907,-2.808309,-0.07678563,-71.5401,229.5311,5.260714
Sun,-11.0,-7.939717,-2.6906369,-0.074040376,-68.186295,230.69511,5.4753675
Sun,-10.500000000000002,-7.9737225,-2.572382,-0.07118699,-64.81361,231.81056,5.683561
Sun,-10.0,-8.006,-2.4535692,-0.06822888,-61.4227,232.87706,5.8849316
Sun,-9.500000000000002,-8.036537,-2.3342237,-0.06516961,-58.014267,233.89427,6.079113
Sun,-9.000000000000002,-8.065329,-2.2143707,-0.06201297,-54.589,234.86188,6.2657356
Sun,-8.500000000000002,-8.092363,-2.0940356,-0.058762908,-51.147606,235.77951,6.4444246
Sun,-8.0,-8.117635,-1.9732442,-0.05542358,-47.690796,236.64685,6.6148033
Sun,-7.5,-8.141135,-1.852022,-0.051999334,-44.219296,237.46361,6.776491
Sun,-7.0,-8.162856,-1.7303953,-0.04849471,-40.73383,238.22945,6.9291053
Sun,-6.500000000000001,-8.182792,-1.6083901,-0.04491445,-37.23514,238.94409,7.072262
Sun,-6.000000000000001,-8.200935,-1.4860325,-0.041263483,-33.723976,239.60724,7.2055745
Sun,-5.5,-8.21728,-1.3633491,-0.037546948,-30.201088,240.21863,7.3286576
Sun,-5.0,-8.231821,-1.2403663,-0.03377017,-26.667248,240.778,7.441125
Sun,-4.500000000000001,-8.244552,-1.1171108,-0.029938675,-23.123222,241.28508,7.5425925
Sun,-4.0,-8.255467,-0.99360955,-0.02605819,-19.569796,241.73964,7.6326785
Sun,-3.5,-8.2645645,-0.86988926,-0.02213463,-16.007753,242.14143,7.7110043
Sun,-3.0000000000000004,-8.271837,-0.74597704,-0.018174103,-12.437892,242.49026,7.777197
Sun,-2.5,-8.277284,-0.6219,-0.014182908,-8.861016,242.7859,7.83089
Sun,-2.0,-8.280899,-0.49768546,-0.01016753,-5.2779346,243.02817,7.871725
Sun,-1.5000000000000002,-8.2826805,-0.3733607,-0.006134632,-1.6894652,243.21687,7.899354
Sun,-1.0,-8.282626,-0.2489532,-0.0020910548,1.9035681,243.35185,7.9134398
Sun,-0.5,-8.280733,-0.124490425,0.0019561946,5.500335,243.43294,7.913671
Sun,0.0,-8.277,0.0,0.006,9.1,243.46,7.9
LSR,-25.000000000000004,-6.0698175,-5.4574637,-0.003125101,-165.25575,171.59698,0.41928938
LSR,-24.5,-6.1536245,-5.3690953,-0.0029079078,-162.5222,174.01816,0.43005714
LSR,-24.000000000000004,-6.2360253,-5.2795,-0.0026854104,-159.7543,176.3971,0.44003263
LSR,-23.500000000000004,-6.317002,-5.188699,-0.002458018,-156.95273,178.73338,0.44919914
LSR,-23.0,-6.3965373,-5.096714,-0.0022261485,-154.11815,181.02661,0.45754138
LSR,-22.500000000000004,-6.474615,-5.0035677,-0.0019902268,-151.2512,183.27637,0.4650455
LSR,-22.0,-6.551219,-4.909282,-0.0017506846,-148.35262,185.48224,0.4716992
LSR,-21.500000000000004,-6.6263323,-4.81388,-0.0015079599,-145.42303,187.64386,0.4774916
LSR,-21.000000000000004,-6.6999397,-4.717384,-0.0012624955,-142.46313,189.76085,0.48241332
LSR,-20.5,-6.7720265,-4.6198163,-0.0010147386,-139.4736,191.83286,0.4864566
LSR,-20.0,-6.8425765,-4.521201,-0.0007651401,-136.45514,193.8595,0.48961514
LSR,-19.500000000000004,-6.9115763,-4.4215612,-0.0005141537,-133.40842,195.84044,0.49188423
LSR,-19.000000000000004,-6.9790106,-4.32092,-0.00026223512,-130.33414,197.77534,0.49326065
LSR,-18.5,-7.044866,-4.2193017,-9.841329e-06,-127.23296,199.66388,0.4937426
LSR,-18.000000000000004,-7.1091294,-4.116729,0.00024257023,-124.105606,201.50575,0.4933305
LSR,-17.5,-7.1717863,-4.0132265,0.0004945432,-120.95276,203.30063,0.49202782
LSR,-17.000000000000004,-7.2328253,-3.9088185,0.00074562326,-117.775116,205.04823,0.48983955
LSR,-16.5,-7.2922325,-3.803529,0.0009953593,-114.57338,206.74826,0.4867722
LSR,-16.0,-7.349997,-3.6973822,0.0012433038,-111.34823,208.40044,0.48283392
LSR,-15.500000000000002,-7.4061065,-3.590403,0.0014890137,-108.10038,210.0045,0.47803426
LSR,-15.0,-7.4605494,-3.482616,0.0017320513,-104.830536,211.56018,0.4723842
LSR,-14.500000000000002,-7.5133142,-3.3740456,0.001971985,-101.53938,213.06723,0.46589622
LSR,-14.0,-7.5643916,-3.2647173,0.0022083896,-98.22764,214.5254,0.45858404
LSR,-13.500000000000002,-7.61377,-3.1546557,0.0024408477,-94.895996,215.93448,0.45046273
LSR,-13.000000000000002,-7.6614394,-3.0438864,0.0026689493,-91.545166,217.29422,0.4415487
LSR,-12.500000000000002,-7.7073913,-2.9324343,0.0028922937,-88.17585,218.60442,0.43185955
LSR,-12.000000000000002,-7.7516155,-2.820325,0.0031104893,-84.78876,219.86485,0.42141414
LSR,-11.5,-7.794103,-2.707584,0.0033231545,-81.38459,221.07535,0.41023242
LSR,-11.0,-7.8348455,-2.5942366,0.0035299181,-77.964066,222.23569,0.39833564
LSR,-10.500000000000002,-7.8738356,-2.4803088,0.00373042,-74.527885,223.34572,0.38574594
LSR,-10.0,-7.911064,-2.3658261,0.003924312,-71.07675,224.40526,0.37248668
LSR,-9.500000000000002,-7.946524,-2.250815,0.004111258,-67.61139,225.41414,0.35858217
LSR,-9.000000000000002,-7.980209,-2.1353006,0.0042909333,-64.13249,226.37221,0.34405765
LSR,-8.500000000000002,-8.012111,-2.0193095,0.004463029,-60.64078,227.27931,0.32893935
LSR,-8.0,-8.042225,-1.9028674,0.004627248,-57.136963,228.13531,0.31325436
LSR,-7.5,-8.070544,-1.7860008,0.004783307,-53.621746,228.9401,0.29703054
LSR,-7.0,-8.097063,-1.6687359,0.0049309386,-50.095844,229.69353,0.2802966
LSR,-6.500000000000001,-8.121776,-1.5510987,0.0050698887,-46.55997,230.39548,0.26308197
LSR,-6.000000000000001,-8.144679,-1.4331158,0.0051999195,-43.01483,231.04587,0.2454168
LSR,-5.5,-8.165767,-1.3148136,0.0053208084,-39.461143,231.64458,0.22733185
LSR,-5.0,-8.185035,-1.1962184,0.0054323487,-35.899616,232.19153,0.20885848
LSR,-4.500000000000001,-8.20248,-1.0773568,0.00553435,-32.330963,232.68665,0.19002865
LSR,-4.0,-8.2181,-0.95825523,0.0056266384,-28.755898,233.12984,0.17087477
LSR,-3.5,-8.231889,-0.8389404,0.0057090567,-25.175129,233.52104,0.15142977
LSR,-3.0000000000000004,-8.243845,-0.7194388,0.005781464,-21.589373,233.8602,0.13172692
LSR,-2.5,-8.253967,-0.59977704,0.0058437376,-17.999342,234.14728,0.111799896
LSR,-2.0,-8.262253,-0.47998184,0.005895771,-14.405747,234.38222,0.091682695
LSR,-1.5000000000000002,-8.2687,-0.36007985,0.005937476,-10.809302,234.56497,0.07140955
LSR,-1.0,-8.273308,-0.24009775,0.0059687817,-7.210721,234.69554,0.051014945
LSR,-0.5,-8.276074,-0.12006223,0.005989635,-3.6107159,234.77388,0.030533507
LSR,0.0,-8.277,0.0,0.006,-0.01,234.8,0.01
